POSITION_RANK,SYMBOL,DATA_DATE,CMP,BIAS,NEXT_DAY_SCORE,SWING_SCORE,TECH_SCORE,TECH_SCORE_100,ALIGNED,CONFIDENCE,RSI14,ATR14,ATR_PCT,ATR_PERCENTILE,EMA20,EMA50,EMA200,MACD_HIST,MACD_DELTA,VOL_RATIO20,VOL_PERCENTILE,VWAP20,VWAP_DIST_PCT,DAY_RANGE_PCT,RANGE20_POS,RET1,RET5,RET10,RET20,GAP_PCT,DELIVERY_PCT,PREV_HIGH,PREV_LOW,PREV_CLOSE,WEEK_HIGH,WEEK_LOW,UP_DAY_PCT_3Y,DOWN_DAY_PCT_3Y,AVG_UP_RETURN_3Y,AVG_DOWN_RETURN_3Y,AVG_GAP_PCT_3Y,UP_GAP_FREQ_3Y,DOWN_GAP_FREQ_3Y,AVG_UP_GAP_3Y,AVG_DOWN_GAP_3Y,AVG_GAP_FILL_PCT_3Y,MAX_UP_STREAK_3Y,MAX_DOWN_STREAK_3Y,SIMILAR_SETUPS,HIST_1D_WIN_PCT,HIST_1D_AVG_PCT,HIST_3D_WIN_PCT,HIST_3D_AVG_PCT,HIST_5D_WIN_PCT,HIST_5D_AVG_PCT,HIST_10D_WIN_PCT,HIST_10D_AVG_PCT,HIST_15D_WIN_PCT,HIST_15D_AVG_PCT,HIST_SETUP_QUALITY,HISTORICAL_SCORE,HISTORICAL_QUALITY,PRIMARY_DRIVER,CONFLICTING_SIGNAL,EXPECTED_LOW_PCT,EXPECTED_HIGH_PCT,EXPECTED_LOW_PRICE,EXPECTED_HIGH_PRICE,INVALIDATION,LEVERAGE_RISK,AVG_VALUE20,INTRADAY_STATUS,INTRADAY_BIAS,INTRADAY_SCORE,IN_NEXT_DAY,IN_SWING,OVERLAP,POSITION_SCORE,TRADE_MODE,POSITION_ACTION
1314,KFINTECH,2026-08-28,949.95,Neutral-Range,52.82,51.21,0,50,3/10,Low,52.32,27.64,2.91,10.83,949.08,925.42,949.95,-1.5237,-1.4491,0.62,25.0,959.36,-0.98,2.25,0.474,-0.74,-3.07,1.06,1.28,0.28,49.94,976.0,942.6,957.0,992.4,942.6,50.0,45.39,2.09,-2.01,0.25,14.08,8.03,2.0,-2.53,78.37,10,7,100,52.0,-0.15,54.0,-0.1,47.0,0.43,52.0,1.67,51.0,1.93,MIXED,58.05,POSITIVE,Trend + RSI + Liquidity,"Momentum, VWAP, MACD",-2.91,2.91,922.31,977.59,957.0,MODERATE,917070819.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.22,WATCH,WATCH
1315,WELINV,2026-08-28,2259.2,Neutral-Range,55.62,56.99,1,55,2/10,Low,72.13,87.83,3.89,5.0,2024.2,1898.09,1572.31,45.1414,-3.9461,0.02,3.33,1879.47,20.2,0.49,0.852,-1.51,11.73,22.25,20.18,-2.0,,2295.0,2293.8,2293.8,2340.6,2000.0,45.0,48.82,2.91,-2.14,0.47,32.11,21.05,3.26,-2.7,84.36,6,12,100,43.0,0.41,48.0,0.8,55.0,1.5,46.0,0.82,55.0,2.28,POSITIVE,59.63,POSITIVE,Trend + VWAP,Gap,-3.89,3.89,2171.37,2347.03,2293.8,HIGH,14781031.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.19,WATCH,WATCH
1316,HCG,2026-08-28,696.3,Neutral-Range,51.73,48.61,-3,35,4/10,Low,48.74,21.8,3.13,32.5,705.53,680.67,636.65,-4.6449,-1.1502,0.31,11.67,714.64,-2.57,1.62,0.427,-0.52,-4.08,-2.52,3.74,0.57,50.17,714.0,692.3,699.95,734.8,692.3,46.84,48.55,1.6,-1.33,0.2,10.39,5.39,1.84,-1.81,90.12,7,7,30,63.33,0.55,73.33,1.94,60.0,2.39,60.0,1.92,46.67,0.8,POSITIVE,74.24,STRONG,Liquidity,"Momentum, VWAP, MACD",-3.13,3.13,674.5,718.1,699.95,HIGH,127564192.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.16,WATCH,WATCH
1317,STYLAMIND,2026-08-28,3507.5,Neutral-Range,52.19,52.37,-2,40,3/10,Low,49.72,134.29,3.83,72.5,3539.98,3386.96,2756.95,-26.1128,-1.8193,0.51,35.83,3597.87,-2.51,2.3,0.323,1.05,-2.62,-3.69,3.64,0.26,44.62,3604.9,3443.2,3471.0,3650.9,3443.2,47.37,48.42,1.8,-1.52,0.28,16.18,5.13,1.78,-1.92,89.77,8,9,16,50.0,-0.07,50.0,-0.18,62.5,0.75,62.5,1.84,62.5,2.94,POSITIVE,69.11,POSITIVE,Liquidity,"Momentum, VWAP, MACD",-3.83,3.83,3373.21,3641.79,3471.0,HIGH,155633324.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.15,WATCH,WATCH
1318,PSUBNKIETF,2026-08-28,87.17,Neutral-Range,49.98,53.92,0,50,2/10,Low,51.63,1.53,1.75,0.83,87.09,86.5,84.79,-0.1284,-0.0035,0.31,11.67,87.5,-0.38,0.73,0.569,0.09,0.51,-1.46,2.83,0.06,55.42,88.19,86.93,87.09,88.8,85.13,48.77,46.89,1.19,-1.08,0.32,18.96,8.39,2.04,-2.16,90.15,7,7,100,46.0,-0.06,49.0,0.02,47.0,0.16,47.0,0.35,48.0,0.62,MIXED,49.94,MIXED,Trend + Delivery,"Momentum, MACD",-1.75,1.75,85.64,88.7,87.09,LOW,20284178.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.15,WATCH,WATCH
1319,POLYMED,2026-08-28,1733.0,Neutral-Range,58.05,53.95,2,60,3/10,Low,50.76,59.36,3.43,9.17,1736.49,1689.15,1657.46,-10.9617,1.2954,0.97,69.17,1786.28,-2.98,3.46,0.312,1.19,0.79,-2.98,1.82,-0.32,51.52,1727.5,1682.3,1712.6,1783.8,1682.3,44.47,51.32,2.09,-1.71,0.16,7.63,5.92,1.98,-2.18,84.63,8,11,100,47.0,0.29,51.0,0.62,47.0,1.15,55.0,1.21,55.0,2.92,MIXED,60.14,POSITIVE,Structure + Delivery + Liquidity,VWAP,-3.43,3.43,1673.64,1792.36,1712.6,HIGH,361804115.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.13,WATCH,WATCH
1320,MRPL,2026-08-28,168.53,Neutral-Range,51.52,49.15,-3,35,4/10,Low,47.52,6.67,3.95,10.0,171.74,167.94,163.87,-1.0137,-0.2745,0.26,14.17,176.51,-4.52,2.58,0.264,-1.33,-4.68,-1.18,-0.83,0.12,37.15,174.51,169.22,170.8,178.3,169.22,45.53,50.13,2.41,-1.94,0.2,12.11,7.89,1.84,-2.5,80.87,7,7,14,50.0,-0.27,50.0,0.78,57.14,1.64,64.29,2.39,50.0,-0.48,POSITIVE,73.62,STRONG,Liquidity,"Momentum, Structure, VWAP",-3.95,3.95,161.86,175.2,170.8,HIGH,1990953904.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.11,WATCH,WATCH
1321,PREMIERENE,2026-08-28,1013.9,Neutral-Range,55.03,53.36,0,50,2/10,Low,45.85,31.98,3.15,41.67,1026.63,1032.03,986.11,-1.3425,0.1211,2.17,94.17,1029.21,-1.49,4.6,0.411,1.39,-3.71,-0.33,-0.81,-0.51,28.02,1020.0,985.1,1000.0,1072.4,982.2,48.92,47.93,2.06,-1.94,0.17,13.81,10.06,2.19,-2.34,81.46,9,6,100,51.0,0.1,52.0,0.45,61.0,0.93,54.0,1.35,59.0,2.18,POSITIVE,64.37,POSITIVE,Volume + Liquidity,"Trend, VWAP",-3.15,3.15,981.92,1045.88,1000.0,HIGH,1094300424.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.11,WATCH,WATCH
1322,SCODATUBES,2026-08-28,132.59,Neutral-Range,57.0,46.61,0,50,3/10,Low,43.53,5.03,3.79,10.83,134.13,138.14,143.99,0.0335,0.3717,0.65,40.0,135.34,-2.03,3.74,0.285,1.27,2.91,-0.48,-9.43,-0.06,53.86,133.46,128.12,130.93,133.49,126.68,41.38,54.55,2.56,-1.92,0.29,18.18,9.72,2.18,-2.47,84.86,5,7,44,38.64,-0.04,50.0,1.21,47.73,1.68,52.27,4.42,54.55,4.44,MIXED,70.0,STRONG,Momentum + MACD + Delivery,"Trend, VWAP, RSI",-3.79,3.79,127.56,137.62,130.93,HIGH,28578340.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.08,WATCH,WATCH
1323,DENTALKART,2026-08-28,408.75,Neutral-Range,56.02,49.91,0,50,2/10,Low,51.89,16.29,3.99,8.33,405.93,403.08,450.81,1.0249,-0.4138,0.37,18.33,405.22,0.87,1.75,0.592,-0.23,3.32,0.43,3.81,-1.64,66.67,415.35,404.05,409.7,424.95,391.0,44.61,50.53,2.34,-2.0,0.39,27.89,14.47,2.49,-2.18,84.24,6,8,20,45.0,1.33,55.0,3.51,60.0,3.31,40.0,0.99,45.0,2.01,POSITIVE,67.2,POSITIVE,Trend + VWAP,"Gap, Delivery",-3.99,3.99,392.46,425.04,409.7,HIGH,8165184.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.08,WATCH,WATCH
1324,CHEMBONDCH,2026-08-28,267.49,Neutral-Range,57.67,54.95,2,60,4/10,Low,56.9,12.78,4.78,3.33,262.14,243.17,196.53,-0.7276,-0.5386,0.21,5.0,259.16,3.22,3.26,0.674,-0.87,-5.94,-0.58,18.14,1.84,,277.15,266.1,269.84,290.0,263.55,45.77,49.65,3.12,-2.45,0.51,41.55,17.61,2.5,-3.25,90.73,6,6,51,56.86,0.69,56.86,2.59,54.9,2.25,41.18,0.36,47.06,3.38,MIXED,59.07,POSITIVE,Trend + VWAP + RSI + Gap,"Momentum, MACD",-4.78,4.78,254.71,280.27,269.84,HIGH,5146926.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.05,WATCH,WATCH
1325,BAJAJFINSV,2026-08-28,2002.0,Neutral-Range,48.68,52.53,-1,45,4/10,Low,53.64,35.22,1.76,0.83,2000.82,1942.72,1896.1,-9.3085,-0.1324,0.43,10.83,2047.05,-2.2,1.61,0.145,-0.45,-1.5,-0.31,-1.34,0.0,49.37,2026.6,1997.5,2011.0,2032.5,1985.0,49.21,46.18,1.11,-1.09,0.09,5.39,5.13,1.73,-1.58,70.79,8,9,89,43.82,-0.07,51.69,-0.06,53.93,0.19,47.19,0.38,40.45,0.23,MIXED,52.67,MIXED,Trend + RSI + Liquidity,"Momentum, Structure, VWAP",-1.76,1.76,1966.78,2037.22,2011.0,LOW,2246899896.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.03,WATCH,WATCH
1326,TARIL,2026-08-28,303.45,Neutral-Range,57.69,54.73,2,60,2/10,Low,50.61,9.77,3.22,5.0,301.04,307.53,335.03,2.3801,-0.1164,0.54,32.5,298.52,1.65,2.25,0.651,-0.23,1.61,1.81,2.34,0.21,40.01,313.35,302.0,304.15,313.9,286.0,44.83,51.85,2.89,-2.63,0.13,21.05,13.26,2.46,-3.8,78.49,7,8,100,43.0,-0.52,46.0,-0.24,52.0,-0.04,60.0,1.27,52.0,0.54,MIXED,59.12,POSITIVE,VWAP + Liquidity,None material,-3.22,3.22,293.68,313.22,304.15,HIGH,404675339.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.01,WATCH,WATCH
1327,GRASIM,2026-08-28,3290.0,Neutral-Range,54.1,56.86,2,60,4/10,Low,55.81,68.95,2.1,35.83,3260.31,3194.19,2980.51,-4.597,-0.0699,0.59,23.33,3290.52,-0.02,1.95,0.607,0.98,-0.54,1.27,6.1,0.09,52.32,3299.8,3258.0,3258.0,3343.1,3222.1,49.08,46.45,1.12,-1.01,0.08,3.42,3.29,2.01,-1.86,71.78,9,12,100,44.0,-0.01,42.0,-0.28,46.0,-0.26,52.0,0.15,41.0,-0.24,MIXED,48.86,MIXED,Trend + RSI + Delivery + Liquidity,"Momentum, MACD",-2.1,2.1,3221.05,3358.95,3258.0,MODERATE,3748519373.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,51.0,WATCH,WATCH
1328,ADFFOODS,2026-08-28,274.45,Neutral-Range,58.36,52.09,2,60,2/10,Low,48.75,10.5,3.83,0.83,273.73,278.61,254.64,2.5011,-0.1212,0.63,59.17,268.38,2.26,1.99,0.623,0.24,2.56,4.57,1.29,0.0,32.11,280.7,272.05,273.8,285.7,264.35,42.89,52.76,2.39,-1.82,0.22,11.84,8.16,2.22,-1.87,85.57,6,8,100,38.0,-0.1,40.0,0.13,45.0,0.82,53.0,2.11,44.0,2.45,MIXED,61.02,POSITIVE,Trend + VWAP,None material,-3.83,3.83,263.95,284.95,273.8,HIGH,36262453.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.89,WATCH,WATCH
1329,KROSS,2026-08-28,213.99,Neutral-Range,58.07,58.32,3,65,4/10,Low,58.6,8.06,3.77,14.17,206.82,200.31,193.16,0.6741,-0.0711,0.7,60.0,208.48,2.65,2.32,0.66,-0.52,3.46,1.8,9.07,-0.05,41.29,223.17,214.1,215.11,223.17,204.25,45.18,51.61,2.4,-2.08,0.33,19.68,9.04,1.72,-1.74,86.14,6,9,80,43.75,0.08,46.25,0.22,48.75,0.5,47.5,0.77,50.0,-0.41,MIXED,53.77,MIXED,Trend + Momentum + VWAP + RSI,Structure,-3.77,3.77,205.93,222.05,215.11,HIGH,85350755.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.86,WATCH,WATCH
1330,BIKAJI,2026-08-28,618.8,Bullish,57.93,54.01,4,70,4/10,Low,48.21,13.18,2.13,5.83,617.22,630.03,659.72,1.0376,0.9611,1.61,82.5,618.12,0.11,1.99,0.332,1.13,2.15,0.9,-3.56,0.5,51.16,635.9,607.6,611.9,635.9,598.1,44.47,51.18,1.56,-1.26,0.2,10.66,6.18,1.87,-2.14,86.05,6,8,100,40.0,0.05,48.0,0.21,42.0,0.32,44.0,0.14,45.0,0.66,MIXED,46.94,MIXED,Momentum + Volume + MACD + Delivery,None material,0.75,3.2,623.41,638.58,607.6,MODERATE,93856317.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.82,WATCH,WATCH
1331,TATASTEEL,2026-08-28,186.5,Neutral-Range,51.32,48.75,-1,45,2/10,Low,48.6,3.86,2.07,22.5,186.55,189.44,189.93,0.3213,-0.0019,1.59,91.67,187.2,-0.38,2.52,0.476,-0.16,1.91,1.63,-1.68,0.43,67.25,190.25,186.5,186.8,190.25,182.0,48.82,46.58,1.29,-1.22,0.19,11.45,6.71,1.72,-1.94,73.93,8,6,89,58.43,0.14,53.93,0.15,53.93,0.04,61.8,1.13,64.04,2.81,MIXED,60.19,POSITIVE,Liquidity,"Trend, Delivery",-2.07,2.07,182.64,190.36,186.8,MODERATE,4644867940.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.57,WATCH,WATCH
1332,SURYODAY,2026-08-28,154.26,Neutral-Range,52.49,49.23,-2,40,4/10,Low,41.89,6.2,4.02,23.33,159.08,164.37,154.76,0.5186,0.0095,0.49,36.67,157.71,-2.19,1.75,0.254,-0.91,-2.88,1.45,-4.73,0.0,47.91,159.1,154.3,155.68,160.88,150.15,46.18,49.34,2.01,-1.81,0.26,15.66,9.34,2.04,-2.02,83.59,8,7,100,52.0,0.24,52.0,0.53,55.0,1.16,61.0,2.43,62.0,3.78,POSITIVE,69.96,POSITIVE,Momentum + MACD,"Trend, Structure, VWAP",-4.02,4.02,148.06,160.46,155.68,HIGH,90082306.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.51,WATCH,WATCH
1333,SETFNIFBK,2026-08-28,591.6,Neutral-Range,46.29,53.5,-2,40,3/10,Low,50.84,6.16,1.04,0.83,591.53,588.38,581.14,-0.109,-0.0559,1.15,80.83,592.63,-0.17,0.79,0.756,-0.18,-0.27,-0.12,0.61,-0.35,81.25,595.28,590.55,592.65,595.96,589.0,51.05,44.74,0.66,-0.68,0.24,8.29,2.89,2.23,-1.98,84.97,10,6,64,56.25,0.13,60.94,0.27,53.12,0.02,53.12,-0.0,56.25,0.12,MIXED,52.26,MIXED,Trend,"Momentum, MACD, Delivery",-1.04,1.04,585.44,597.76,592.65,LOW,29568703.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.5,WATCH,WATCH
1334,SATKARTAR,2026-08-28,139.0,Bullish,65.17,54.98,4,70,4/10,Low,49.74,9.79,7.05,84.17,134.97,147.98,157.35,3.5745,0.6014,0.18,10.0,125.89,10.41,3.92,0.643,1.72,19.72,14.88,-30.53,0.04,88.89,148.4,133.6,136.65,154.0,112.0,42.05,52.65,4.04,-3.03,0.35,36.36,23.11,3.31,-3.69,71.61,5,7,100,37.0,0.01,51.0,0.16,54.0,1.07,55.0,2.55,66.0,4.77,MIXED,67.63,POSITIVE,Momentum + VWAP + MACD + Delivery,None material,2.47,10.57,142.43,153.69,125.89,VERY_HIGH,5131474.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.45,WATCH,WATCH
1335,CAMPUS,2026-08-28,226.14,Bullish,57.06,55.56,4,70,4/10,Low,53.41,5.59,2.47,1.67,223.81,226.75,242.35,0.9789,-0.0612,0.57,49.17,222.27,1.74,2.09,0.583,0.51,-0.88,3.54,1.7,0.0,46.69,227.34,222.15,224.99,233.28,222.15,42.89,51.97,1.59,-1.35,0.12,9.34,6.58,1.95,-2.47,85.41,10,7,22,36.36,0.03,54.55,0.86,50.0,-0.27,40.91,-0.32,54.55,0.55,MIXED,44.46,MIXED,Momentum + VWAP + RSI + Liquidity,None material,0.86,3.71,228.1,234.52,222.15,MODERATE,166129914.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.4,WATCH,WATCH
1336,ASHOKLEY,2026-08-28,175.77,Neutral-Range,52.02,51.13,0,50,3/10,Low,57.99,4.24,2.41,2.5,172.93,167.43,168.66,-0.3815,-0.0999,0.65,35.83,175.34,0.25,1.9,0.489,-0.92,1.6,2.41,5.77,0.34,47.58,181.84,176.79,177.4,181.84,171.58,49.21,46.05,1.53,-1.54,0.09,10.39,8.42,1.76,-2.63,68.47,9,7,100,46.0,0.04,48.0,0.27,47.0,0.68,47.0,1.29,58.0,2.11,MIXED,55.78,MIXED,Trend + RSI + Liquidity,"Momentum, Structure, MACD",-2.41,2.41,171.53,180.01,177.4,MODERATE,3183039048.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.39,WATCH,WATCH
1337,TMPV,2026-08-28,319.4,Neutral-Range,50.05,46.78,-2,40,4/10,Low,38.8,7.2,2.25,5.83,326.8,336.86,354.57,-1.4874,0.6481,0.6,17.5,332.79,-4.02,1.93,0.208,1.08,0.47,-4.51,-5.99,0.47,51.92,319.6,314.15,316.0,322.4,310.55,43.18,50.45,1.49,-1.45,0.01,8.64,10.45,2.29,-2.44,64.11,7,9,44,43.18,-0.24,47.73,-0.1,45.45,0.71,56.82,2.34,72.73,4.23,MIXED,62.99,POSITIVE,Delivery + Liquidity,"Trend, Momentum, VWAP",-2.25,2.25,312.2,326.6,316.0,MODERATE,3227072087.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.3,WATCH,WATCH
1338,POWERGRID,2026-08-28,266.05,Neutral-Range,51.4,46.27,0,50,4/10,Low,39.06,4.91,1.84,15.0,270.84,278.11,286.57,0.2245,0.0384,0.61,17.5,270.76,-1.74,0.87,0.125,0.43,-2.33,0.0,-6.4,0.43,55.38,266.3,262.3,264.9,275.95,262.3,48.82,46.71,1.17,-1.11,0.04,7.63,7.5,1.66,-1.83,84.79,7,7,100,50.0,-0.02,49.0,0.16,51.0,0.36,48.0,0.73,56.0,1.76,MIXED,54.01,MIXED,Momentum + MACD + Delivery + Liquidity,"Trend, Structure, VWAP",-1.84,1.84,261.14,270.96,264.9,LOW,2272104392.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.3,WATCH,WATCH
1339,BANKBARODA,2026-08-28,241.9,Neutral-Range,47.2,44.11,-3,35,4/10,Low,42.77,4.48,1.85,0.83,245.0,250.76,264.01,-0.1217,0.0348,0.48,5.83,245.86,-1.61,1.0,0.202,0.37,-2.06,-2.55,-0.29,0.06,46.88,244.62,240.0,241.0,247.0,239.9,47.89,47.63,1.43,-1.36,0.09,7.5,7.11,1.74,-1.88,69.09,7,8,100,50.0,0.19,57.0,0.25,56.0,0.55,56.0,1.22,58.0,1.48,POSITIVE,61.28,POSITIVE,Liquidity,"Trend, Momentum, VWAP",-1.85,1.85,237.42,246.38,241.0,LOW,1830362322.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,50.21,WATCH,WATCH
